BW    336 #MHz
FRES  1 #MHz
NFRB 10000 #Number of FRBs
DIAM 12
NBEAMS 36
BEAM lat50_log #prefix of beam file
THRESH 4.4 #Jy ms to a 1 ms burst, very basic. Likely higher
SNRTHRESH 9 # signal-to-noise threshold: scales jy ms to snr
KEY ID 		DM   DMG DMEG	Z       SNR     w
FRB 9237   770.6  35    685.6  0.048   130.6    3.0
FRB 9238   198.5  35    113.5  0.125    20.2    3.0
FRB 9239   507.7  35    422.7  0.500    20.7    1.0
FRB 9240   662.5  35    577.5  0.171    32.7    3.0
FRB 9241   810.6  35    725.6  0.682    14.7    2.0
FRB 9242   279.2  35    194.2  0.170     9.2    3.0
FRB 9243   354.5  35    269.5  0.213    30.2    3.0
FRB 9244   207.0  35    122.0  0.040    45.7    2.0
FRB 9245   215.6  35    130.6  0.167    10.7    2.0
FRB 9246   691.2  35    606.2  0.668    10.3    2.0
FRB 9247   199.2  35    114.2  0.024    20.2    4.0
FRB 9248  1153.3  35   1068.3  0.368     9.8    2.0
FRB 9249   382.9  35    297.9  0.063    12.5    2.0
FRB 9250   223.8  35    138.8  0.045     9.6    4.0
FRB 9251   278.9  35    193.9  0.231    10.3    3.0
FRB 9252   340.5  35    255.5  0.061   126.2    2.0
FRB 9253   186.4  35    101.4  0.038     9.5    0.0
FRB 9254   835.7  35    750.7  0.623     9.2    2.0
FRB 9255   469.7  35    384.7  0.278    20.4    4.0
FRB 9256   615.5  35    530.5  0.726    12.8    1.0
FRB 9257   227.2  35    142.2  0.079    14.8    3.0
FRB 9258   414.1  35    329.1  0.408     9.7    4.0
FRB 9259   395.9  35    310.9  0.033    13.2    0.0
FRB 9260  1262.9  35   1177.9  0.447    13.1    2.0
FRB 9261   209.5  35    124.5  0.051    60.7    3.0
FRB 9262   326.9  35    241.9  0.266    10.0    2.0
FRB 9263   197.0  35    112.0  0.113    11.0    3.0
FRB 9264   539.5  35    454.5  0.470    20.4    3.0
FRB 9265   169.1  35     84.1  0.084    30.6    5.0
FRB 9266   755.5  35    670.5  0.289    10.6    4.0
FRB 9267   368.0  35    283.0  0.161     9.2    3.0
FRB 9268   212.4  35    127.4  0.150    10.0    3.0
FRB 9269   234.7  35    149.7  0.004    92.7    2.0
FRB 9270   510.6  35    425.6  0.539    12.6    3.0
FRB 9271   405.6  35    320.6  0.323    18.1    2.0
FRB 9272   456.5  35    371.5  0.027    20.5    2.0
FRB 9273   486.9  35    401.9  0.210     9.4    1.0
FRB 9274   734.0  35    649.0  0.570     9.2    3.0
FRB 9275   383.2  35    298.2  0.105     9.4    4.0
FRB 9276   116.3  35     31.3  0.030    23.6    2.0
FRB 9277   659.7  35    574.7  0.051     9.1    4.0
FRB 9278   521.6  35    436.6  0.406    32.5    2.0
FRB 9279   606.1  35    521.1  0.193    10.0    1.0
FRB 9280   541.0  35    456.0  0.125    41.5    4.0
FRB 9281   403.4  35    318.4  0.402    21.6    0.0
FRB 9282   401.6  35    316.6  0.225    13.2    4.0
FRB 9283   670.6  35    585.6  0.408    13.0    2.0
FRB 9284   617.6  35    532.6  0.459    23.6    3.0
FRB 9285   361.3  35    276.3  0.153    12.1    4.0
FRB 9286   484.8  35    399.8  0.148    32.7    3.0
FRB 9287   200.5  35    115.5  0.103    23.7    3.0
FRB 9288   347.1  35    262.1  0.281    13.0    3.0
FRB 9289   427.9  35    342.9  0.072    20.2    3.0
FRB 9290   561.9  35    476.9  0.253    13.9    2.0
FRB 9291   171.5  35     86.5  0.081    12.9    2.0
FRB 9292   157.7  35     72.7  0.069    38.0    4.0
FRB 9293   291.4  35    206.4  0.162    15.9    2.0
FRB 9294   614.4  35    529.4  0.736     9.2    2.0
FRB 9295   486.5  35    401.5  0.222    10.1    5.0
FRB 9296   359.8  35    274.8  0.203     9.1    4.0
FRB 9297   705.5  35    620.5  0.227     9.3    3.0
FRB 9298   336.6  35    251.6  0.238    12.2    4.0
FRB 9299   428.1  35    343.1  0.371    11.3    0.0
FRB 9300   683.6  35    598.6  0.541    12.3    2.0
FRB 9301   721.6  35    636.6  0.276    10.7    2.0
FRB 9302   131.4  35     46.4  0.030    11.6    1.0
FRB 9303   414.7  35    329.7  0.562    10.9    3.0
FRB 9304   375.6  35    290.6  0.376    45.4    2.0
FRB 9305   849.4  35    764.4  0.255    15.7    4.0
FRB 9306   510.2  35    425.2  0.379     9.4    4.0
FRB 9307   424.4  35    339.4  0.424     9.0    3.0
FRB 9308   672.2  35    587.2  0.075    22.6    5.0
FRB 9309   542.0  35    457.0  0.172    10.9    3.0
FRB 9310   355.6  35    270.6  0.136    15.2    2.0
FRB 9311   511.4  35    426.4  0.121    22.2    2.0
FRB 9312   141.0  35     56.0  0.077    17.5    4.0
FRB 9313   579.0  35    494.0  0.249    35.1    1.0
FRB 9314   547.5  35    462.5  0.598    14.4    2.0
FRB 9315   518.4  35    433.4  0.150    55.9    1.0
FRB 9316   402.9  35    317.9  0.378    33.8    2.0
FRB 9317   318.5  35    233.5  0.313    13.9    4.0
FRB 9318  1187.1  35   1102.1  0.058    13.8    4.0
FRB 9319   595.0  35    510.0  0.528     9.0    2.0
FRB 9320   253.0  35    168.0  0.152    11.9    3.0
FRB 9321   315.1  35    230.1  0.225     9.6    4.0
FRB 9322   311.0  35    226.0  0.099    12.2    2.0
FRB 9323   375.3  35    290.3  0.240     9.3    3.0
FRB 9324   501.8  35    416.8  0.462    10.0    1.0
FRB 9325   367.6  35    282.6  0.380     9.8    3.0
FRB 9326   220.1  35    135.1  0.136    19.1    2.0
FRB 9327   241.8  35    156.8  0.114    17.2    4.0
FRB 9328   296.1  35    211.1  0.110    14.0    0.0
FRB 9329   275.1  35    190.1  0.127    16.9    5.0
FRB 9330   221.6  35    136.6  0.051     9.2    3.0
FRB 9331   953.3  35    868.3  0.503    11.7    3.0
FRB 9332   450.7  35    365.7  0.139    39.6    3.0
FRB 9333   256.8  35    171.8  0.179    12.4    2.0
FRB 9334   362.0  35    277.0  0.377    15.1    2.0
FRB 9335   395.1  35    310.1  0.051    10.9    3.0
FRB 9336   164.3  35     79.3  0.038    14.1    2.0
FRB 9337   359.0  35    274.0  0.025    20.6    2.0
FRB 9338  1293.6  35   1208.6  0.489     9.7    3.0
FRB 9339   182.1  35     97.1  0.133    16.2    2.0
FRB 9340   412.1  35    327.1  0.040    13.4    4.0
FRB 9341   315.9  35    230.9  0.220    17.2    3.0
FRB 9342   541.3  35    456.3  0.392     9.5    2.0
FRB 9343   673.6  35    588.6  0.289    15.7    4.0
FRB 9344   224.5  35    139.5  0.043    17.2    1.0
FRB 9345   306.9  35    221.9  0.124    22.8    4.0
FRB 9346   179.2  35     94.2  0.121    21.1    4.0
FRB 9347   277.9  35    192.9  0.145    12.3    2.0
FRB 9348   494.9  35    409.9  0.064    23.6    1.0
FRB 9349   538.2  35    453.2  0.461    14.2    2.0
FRB 9350   717.6  35    632.6  0.016    12.3    4.0
FRB 9351   638.2  35    553.2  0.567    19.6    2.0
FRB 9352   472.7  35    387.7  0.289    15.8    3.0
FRB 9353   847.0  35    762.0  0.587     9.3    2.0
FRB 9354   295.3  35    210.3  0.095   105.9    2.0
FRB 9355   885.9  35    800.9  0.252    12.1    4.0
FRB 9356   421.6  35    336.6  0.320    10.6    3.0
FRB 9357   458.0  35    373.0  0.191    33.1    1.0
FRB 9358   937.7  35    852.7  0.507    11.0    3.0
FRB 9359   272.1  35    187.1  0.046     9.0    3.0
FRB 9360   697.7  35    612.7  0.541    11.4    3.0
FRB 9361   654.6  35    569.6  0.419    13.4    2.0
FRB 9362   169.6  35     84.6  0.076    16.0    3.0
FRB 9363   334.4  35    249.4  0.146     9.4    3.0
FRB 9364   471.5  35    386.5  0.366    20.4    1.0
FRB 9365   749.9  35    664.9  0.002     9.6    5.0
FRB 9366   361.9  35    276.9  0.036    19.3    3.0
FRB 9367   564.2  35    479.2  0.384    10.8    3.0
FRB 9368   168.3  35     83.3  0.053    23.1    3.0
FRB 9369   807.3  35    722.3  0.193    44.7    3.0
FRB 9370   487.9  35    402.9  0.402    10.2    4.0
FRB 9371   544.2  35    459.2  0.185    12.1    2.0
FRB 9372   215.6  35    130.6  0.128    11.2    3.0
FRB 9373   619.4  35    534.4  0.265    33.9    3.0
FRB 9374   265.6  35    180.6  0.245    11.4    2.0
FRB 9375   355.2  35    270.2  0.085     9.6    2.0
FRB 9376   270.1  35    185.1  0.149     9.2    3.0
FRB 9377   721.5  35    636.5  0.650    11.7    1.0
FRB 9378  1063.2  35    978.2  0.130    31.3    5.0
FRB 9379   624.3  35    539.3  0.313     9.9    1.0
FRB 9380   559.9  35    474.9  0.161    13.5    4.0
FRB 9381   393.7  35    308.7  0.261     9.2    3.0
FRB 9382   420.8  35    335.8  0.365    11.9    4.0
FRB 9383   211.5  35    126.5  0.196    41.6    3.0
FRB 9384  1574.8  35   1489.8  0.342    12.0    3.0
FRB 9385   420.9  35    335.9  0.362    12.7    3.0
FRB 9386   589.6  35    504.6  0.190    22.9    4.0
FRB 9387   631.2  35    546.2  0.759    19.0    1.0
FRB 9388   360.3  35    275.3  0.009   747.8    2.0
FRB 9389   472.5  35    387.5  0.418     9.1    4.0
FRB 9390   523.3  35    438.3  0.626    23.4    1.0
FRB 9391   504.8  35    419.8  0.564    22.7    3.0
FRB 9392  1064.8  35    979.8  0.438    40.7    3.0
FRB 9393   271.8  35    186.8  0.043    17.2    4.0
FRB 9394   195.8  35    110.8  0.081    15.5    3.0
FRB 9395   270.4  35    185.4  0.056    20.9    5.0
FRB 9396   285.2  35    200.2  0.100    10.6    3.0
FRB 9397   539.1  35    454.1  0.236     9.9    1.0
FRB 9398  1088.0  35   1003.0  0.431    44.0    2.0
FRB 9399   148.5  35     63.5  0.053    12.8    3.0
FRB 9400   399.3  35    314.3  0.351    38.8    2.0
FRB 9401   393.6  35    308.6  0.335    11.8    3.0
FRB 9402   897.3  35    812.3  0.018    11.6    4.0
FRB 9403   902.1  35    817.1  0.127    18.1    0.0
FRB 9404   156.5  35     71.5  0.029    98.7    1.0
FRB 9405   314.1  35    229.1  0.029    17.5    1.0
FRB 9406   241.7  35    156.7  0.048    12.0    3.0
FRB 9407   302.7  35    217.7  0.230    19.9    3.0
FRB 9408   274.9  35    189.9  0.305    42.8    0.0
FRB 9409   300.6  35    215.6  0.206    21.0    2.0
FRB 9410   651.7  35    566.7  0.184    10.7    3.0
FRB 9411   207.6  35    122.6  0.141    14.0    2.0
FRB 9412  1257.8  35   1172.8  0.033    11.9    2.0
FRB 9413   642.2  35    557.2  0.099    12.8    5.0
FRB 9414   870.4  35    785.4  0.119    37.9    2.0
FRB 9415   591.4  35    506.4  0.350    18.4    3.0
FRB 9416   586.3  35    501.3  0.581    18.7    2.0
FRB 9417   587.6  35    502.6  0.323    31.6    3.0
FRB 9418   475.9  35    390.9  0.341    23.1    4.0
FRB 9419   446.4  35    361.4  0.269    11.8    3.0
FRB 9420   363.3  35    278.3  0.420    14.4    3.0
FRB 9421   477.5  35    392.5  0.405    13.0    2.0
FRB 9422   684.5  35    599.5  0.508    24.4    3.0
FRB 9423   340.5  35    255.5  0.359    28.0    3.0
FRB 9424  1016.0  35    931.0  0.314    17.4    4.0
FRB 9425   368.5  35    283.5  0.278     9.1    2.0
FRB 9426   370.7  35    285.7  0.105    11.5    4.0
FRB 9427   838.3  35    753.3  0.403    10.0    2.0
FRB 9428   235.6  35    150.6  0.163    15.2    3.0
FRB 9429   366.0  35    281.0  0.435     9.2    1.0
FRB 9430   320.2  35    235.2  0.132    30.2    1.0
FRB 9431   419.8  35    334.8  0.436    19.0    2.0
FRB 9432   150.0  35     65.0  0.008   154.5    2.0
FRB 9433   410.4  35    325.4  0.001    32.8    1.0
FRB 9434   203.5  35    118.5  0.141   230.6    1.0
FRB 9435   631.6  35    546.6  0.545    16.7    2.0
FRB 9436   186.4  35    101.4  0.009    11.0    4.0
FRB 9437   447.7  35    362.7  0.011    15.9    3.0
FRB 9438   192.1  35    107.1  0.179    10.1    2.0
FRB 9439   603.4  35    518.4  0.083    16.3    5.0
FRB 9440   337.8  35    252.8  0.413    45.4    3.0
FRB 9441   389.2  35    304.2  0.167    30.3    2.0
FRB 9442   369.0  35    284.0  0.137    19.1    1.0
FRB 9443   497.3  35    412.3  0.580    13.7    3.0
FRB 9444   712.8  35    627.8  0.454     9.4    3.0
FRB 9445   418.9  35    333.9  0.036    41.3    3.0
FRB 9446   323.6  35    238.6  0.188    26.0    2.0
FRB 9447   512.5  35    427.5  0.188     9.9    2.0
FRB 9448   602.4  35    517.4  0.479    23.0    2.0
FRB 9449   381.9  35    296.9  0.235    11.6    0.0
FRB 9450   384.9  35    299.9  0.130    44.8    2.0
FRB 9451   420.4  35    335.4  0.336    16.8    2.0
FRB 9452   630.7  35    545.7  0.576     9.8    1.0
FRB 9453   799.3  35    714.3  0.131    16.3    3.0
FRB 9454   527.7  35    442.7  0.212    12.8    2.0
FRB 9455   480.1  35    395.1  0.385    14.9    2.0
FRB 9456   745.0  35    660.0  0.283    30.3    2.0
FRB 9457   692.2  35    607.2  0.046    24.1    1.0
FRB 9458   415.9  35    330.9  0.214    10.7    3.0
FRB 9459   258.1  35    173.1  0.205    12.1    1.0
FRB 9460   243.8  35    158.8  0.184     9.9    4.0
FRB 9461   224.4  35    139.4  0.197    10.0    4.0
FRB 9462   521.9  35    436.9  0.072    12.1    4.0
FRB 9463   404.0  35    319.0  0.164    19.1    6.0
FRB 9464   305.7  35    220.7  0.069    40.4    2.0
FRB 9465   537.2  35    452.2  0.319    12.6    3.0
FRB 9466   415.4  35    330.4  0.122    11.7    4.0
FRB 9467   652.7  35    567.7  0.150    20.1    2.0
FRB 9468   679.5  35    594.5  0.260    12.1    3.0
FRB 9469   675.4  35    590.4  0.552    16.9    3.0
FRB 9470   504.0  35    419.0  0.133    17.4    1.0
FRB 9471   202.5  35    117.5  0.053    15.3    2.0
FRB 9472   231.4  35    146.4  0.080    10.1    1.0
FRB 9473   231.8  35    146.8  0.111    11.5    4.0
FRB 9474   167.9  35     82.9  0.071    62.4    3.0
FRB 9475   691.6  35    606.6  0.172    11.5    3.0
FRB 9476   424.2  35    339.2  0.340    40.0    2.0
FRB 9477   593.1  35    508.1  0.177    32.1    2.0
FRB 9478   624.7  35    539.7  0.459    18.8    4.0
FRB 9479   473.2  35    388.2  0.497    15.0    2.0
FRB 9480   360.2  35    275.2  0.351    42.9    3.0
FRB 9481   151.8  35     66.8  0.113    12.1    2.0
FRB 9482   262.8  35    177.8  0.054    27.0    3.0
FRB 9483   220.7  35    135.7  0.184    12.8    2.0
FRB 9484   447.3  35    362.3  0.233    69.2    3.0
FRB 9485   169.1  35     84.1  0.060    11.1    4.0
FRB 9486   392.8  35    307.8  0.390    54.8    2.0
FRB 9487   710.6  35    625.6  0.212    13.2    0.0
FRB 9488   371.4  35    286.4  0.318    11.0    2.0
FRB 9489   670.4  35    585.4  0.506    12.7    1.0
FRB 9490   428.5  35    343.5  0.321    40.8    1.0
FRB 9491   193.1  35    108.1  0.029    17.3    3.0
FRB 9492   581.6  35    496.6  0.543     9.0    3.0
FRB 9493   310.2  35    225.2  0.237     9.9    1.0
FRB 9494   201.3  35    116.3  0.088    18.4    4.0
FRB 9495   183.2  35     98.2  0.107    18.4    1.0
FRB 9496   542.5  35    457.5  0.192    20.2    1.0
FRB 9497   475.3  35    390.3  0.026    77.0    3.0
FRB 9498   423.2  35    338.2  0.055     9.6    4.0
FRB 9499   408.9  35    323.9  0.287    10.0    3.0
FRB 9500   389.4  35    304.4  0.147    22.1    4.0
FRB 9501   469.9  35    384.9  0.406    10.7    2.0
FRB 9502   294.2  35    209.2  0.285    16.8    3.0
FRB 9503   372.1  35    287.1  0.317    26.2    1.0
FRB 9504   664.0  35    579.0  0.207    40.4    3.0
FRB 9505   295.7  35    210.7  0.138    13.6    2.0
FRB 9506   301.4  35    216.4  0.262    18.5    4.0
FRB 9507   252.5  35    167.5  0.123    13.7    1.0
FRB 9508   449.5  35    364.5  0.357    12.5    1.0
FRB 9509   564.9  35    479.9  0.665    11.1    3.0
FRB 9510   298.4  35    213.4  0.084    12.7    1.0
FRB 9511   829.2  35    744.2  0.177    14.0    2.0
FRB 9512   483.8  35    398.8  0.155    83.5    2.0
FRB 9513   176.5  35     91.5  0.004    25.8    2.0
FRB 9514   327.9  35    242.9  0.315    28.1    2.0
FRB 9515   443.9  35    358.9  0.122    14.7    3.0
FRB 9516   506.0  35    421.0  0.257    10.9    3.0
FRB 9517   772.0  35    687.0  0.546    14.9    3.0
FRB 9518   225.6  35    140.6  0.006    12.7    2.0
FRB 9519   726.3  35    641.3  0.258    29.8    3.0
FRB 9520  1249.0  35   1164.0  0.396    13.1    3.0
FRB 9521   495.2  35    410.2  0.406    12.2    2.0
FRB 9522   200.7  35    115.7  0.091    57.6    2.0
FRB 9523   599.6  35    514.6  0.223     9.2    2.0
FRB 9524   361.7  35    276.7  0.183    11.4    2.0
FRB 9525   494.7  35    409.7  0.487     9.3    4.0
FRB 9526   447.9  35    362.9  0.067    41.9    1.0
FRB 9527   749.8  35    664.8  0.372     9.1    3.0
FRB 9528   296.2  35    211.2  0.223    10.1    2.0
FRB 9529   354.2  35    269.2  0.367    13.0    2.0
FRB 9530   625.4  35    540.4  0.066    28.6    3.0
FRB 9531   295.1  35    210.1  0.243    11.3    2.0
FRB 9532   310.2  35    225.2  0.035    12.2    2.0
FRB 9533   244.4  35    159.4  0.119    10.5    1.0
FRB 9534   213.0  35    128.0  0.047    19.8    4.0
FRB 9535   224.3  35    139.3  0.050   159.4    2.0
FRB 9536   494.6  35    409.6  0.417    10.4    3.0
FRB 9537   516.8  35    431.8  0.498    18.6    2.0
FRB 9538   193.0  35    108.0  0.181    18.0    3.0
FRB 9539  1164.0  35   1079.0  0.436    12.5    3.0
FRB 9540   689.1  35    604.1  0.391    11.9    2.0
FRB 9541   310.5  35    225.5  0.233    11.9    4.0
FRB 9542   254.8  35    169.8  0.216    38.6    2.0
FRB 9543   368.8  35    283.8  0.186    26.0    4.0
FRB 9544   685.1  35    600.1  0.097    12.6    4.0
FRB 9545   263.6  35    178.6  0.211    15.4    2.0
FRB 9546   286.5  35    201.5  0.252    16.9    2.0
FRB 9547  1162.6  35   1077.6  0.351    18.9    1.0
FRB 9548   419.4  35    334.4  0.202    11.9    5.0
FRB 9549   260.8  35    175.8  0.037    11.6    1.0
FRB 9550   242.7  35    157.7  0.201    11.3    1.0
FRB 9551   681.9  35    596.9  0.535    24.3    3.0
FRB 9552   198.5  35    113.5  0.043    11.8    4.0
FRB 9553   475.3  35    390.3  0.391    10.7    1.0
FRB 9554   350.2  35    265.2  0.018    11.8    2.0
FRB 9555   294.5  35    209.5  0.013    28.1    3.0
FRB 9556   200.4  35    115.4  0.097    29.1    3.0
FRB 9557   482.6  35    397.6  0.317    18.4    2.0
FRB 9558   804.3  35    719.3  0.231    10.7    3.0
FRB 9559   752.4  35    667.4  0.039    14.8    4.0
FRB 9560   351.1  35    266.1  0.150    53.8    5.0
FRB 9561   500.9  35    415.9  0.128    66.6    3.0
FRB 9562  1064.3  35    979.3  0.612    13.0    2.0
FRB 9563   143.2  35     58.2  0.027    11.0    2.0
FRB 9564   384.2  35    299.2  0.367     9.6    4.0
FRB 9565   381.0  35    296.0  0.245    11.1    5.0
FRB 9566   133.9  35     48.9  0.019    22.2    2.0
FRB 9567   527.7  35    442.7  0.295    20.3    2.0
FRB 9568   355.8  35    270.8  0.083    21.5    4.0
FRB 9569   162.5  35     77.5  0.069   124.4    3.0
FRB 9570   414.9  35    329.9  0.066   234.2    3.0
FRB 9571   637.5  35    552.5  0.811    13.4    0.0
FRB 9572   713.8  35    628.8  0.674    14.7    2.0
FRB 9573   525.2  35    440.2  0.491    14.0    2.0
FRB 9574   196.6  35    111.6  0.072    40.3    3.0
FRB 9575   418.6  35    333.6  0.539    13.7    3.0
FRB 9576   582.1  35    497.1  0.254    12.1    3.0
FRB 9577   391.8  35    306.8  0.087     9.0    3.0
FRB 9578   197.4  35    112.4  0.141     9.7    3.0
FRB 9579   404.7  35    319.7  0.415    10.1    3.0
FRB 9580   608.7  35    523.7  0.180    10.1    2.0
FRB 9581   258.4  35    173.4  0.013    10.5    3.0
FRB 9582   323.1  35    238.1  0.221    10.5    1.0
FRB 9583   514.1  35    429.1  0.360     9.2    3.0
FRB 9584   536.4  35    451.4  0.376     9.4    4.0
FRB 9585   579.4  35    494.4  0.320    16.1    3.0
FRB 9586   159.7  35     74.7  0.110    11.3    4.0
FRB 9587   609.2  35    524.2  0.123    21.3    4.0
FRB 9588   335.0  35    250.0  0.182    10.9    0.0
FRB 9589   273.6  35    188.6  0.022    16.5    2.0
FRB 9590   758.2  35    673.2  0.119     9.4    0.0
FRB 9591   426.9  35    341.9  0.471    12.1    3.0
FRB 9592   908.0  35    823.0  0.563    12.6    2.0
FRB 9593   255.6  35    170.6  0.163    26.4    3.0
FRB 9594   636.6  35    551.6  0.395     9.2    4.0
FRB 9595   111.7  35     26.7  0.006     9.9    2.0
FRB 9596  1026.7  35    941.7  0.272    17.0    1.0
FRB 9597   419.5  35    334.5  0.263    11.1    2.0
FRB 9598   271.6  35    186.6  0.186    35.9    3.0
FRB 9599   145.6  35     60.6  0.012    26.9    1.0
FRB 9600   322.3  35    237.3  0.194    30.2    2.0
FRB 9601   280.5  35    195.5  0.216    18.7    3.0
FRB 9602   458.5  35    373.5  0.227    10.7    5.0
FRB 9603   550.9  35    465.9  0.066    40.3    2.0
FRB 9604   265.9  35    180.9  0.173    14.4    3.0
FRB 9605   138.8  35     53.8  0.062    12.3    4.0
FRB 9606   349.7  35    264.7  0.321    15.3    1.0
FRB 9607   331.5  35    246.5  0.244    15.8    3.0
FRB 9608   486.5  35    401.5  0.504    20.2    2.0
FRB 9609   274.1  35    189.1  0.039    11.2    2.0
FRB 9610   249.1  35    164.1  0.031   148.4    4.0
FRB 9611   125.7  35     40.7  0.023    30.2    2.0
FRB 9612   265.2  35    180.2  0.252    17.0    2.0
FRB 9613   359.7  35    274.7  0.189     9.5    3.0
FRB 9614   204.6  35    119.6  0.049    10.0    2.0
FRB 9615   331.4  35    246.4  0.393    11.6    1.0
FRB 9616   225.8  35    140.8  0.050    11.8    4.0
FRB 9617   541.4  35    456.4  0.204    20.8    1.0
FRB 9618   694.3  35    609.3  0.068    75.8    4.0
FRB 9619   445.2  35    360.2  0.540     9.2    2.0
FRB 9620   238.0  35    153.0  0.232    10.6    4.0
FRB 9621   283.1  35    198.1  0.266    12.7    1.0
FRB 9622   195.0  35    110.0  0.196    28.2    1.0
FRB 9623   321.4  35    236.4  0.116    22.0    2.0
FRB 9624   258.5  35    173.5  0.205    13.5    3.0
FRB 9625   216.5  35    131.5  0.080    35.6    2.0
FRB 9626   386.1  35    301.1  0.277    12.4    2.0
FRB 9627   807.5  35    722.5  0.454    12.1    0.0
