BW    336 #MHz
FRES  1 #MHz
NFRB 5388 #Number of FRBs
DIAM 12
NBEAMS 36
BEAM lat50_log #prefix of beam file
THRESH 6.844 #Jy ms to a 1 ms burst, very basic. Likely higher
SNRTHRESH 14 # signal-to-noise threshold: scales jy ms to snr
KEY ID 		DM   DMG DMEG	Z       SNR     w
FRB 8938   245.1  35    160.1  0.059    31.0    2.0
FRB 8940  1449.6  35   1364.6  0.092    23.7    2.0
FRB 8943   233.2  35    148.2  0.130    36.7    3.0
FRB 8946   271.1  35    186.1  0.200    18.1    1.0
FRB 8947   860.7  35    775.7  0.289    40.3    0.0
FRB 8948   381.8  35    296.8  0.058    78.1    3.0
FRB 8950   664.5  35    579.5  0.523    18.2    2.0
FRB 8951   502.0  35    417.0  0.098    91.1    3.0
FRB 8952   776.4  35    691.4  0.053   161.2    4.0
FRB 8954   510.6  35    425.6  0.510    34.3    2.0
FRB 8955   259.8  35    174.8  0.013    42.9    4.0
FRB 8956   833.9  35    748.9  0.567    21.1    3.0
FRB 8957   220.2  35    135.2  0.137    18.4    3.0
FRB 8959   400.1  35    315.1  0.008    29.6    3.0
FRB 8960   311.4  35    226.4  0.189    29.5    2.0
FRB 8964   342.6  35    257.6  0.142    31.7    3.0
FRB 8965   442.6  35    357.6  0.121    27.8    1.0
FRB 8968   317.6  35    232.6  0.134    14.8    1.0
FRB 8969   409.6  35    324.6  0.257    19.0    2.0
FRB 8970   138.9  35     53.9  0.048   152.8    2.0
FRB 8973   412.6  35    327.6  0.329    14.8    2.0
FRB 8976   275.1  35    190.1  0.120    74.0    2.0
FRB 8978   506.7  35    421.7  0.128    19.7    2.0
FRB 8982   248.1  35    163.1  0.093    14.0    2.0
FRB 8984   246.9  35    161.9  0.275    26.0    2.0
FRB 8985   383.2  35    298.2  0.421    14.1    4.0
FRB 8986   573.1  35    488.1  0.448    14.5    1.0
FRB 8987   260.8  35    175.8  0.068   105.3    1.0
FRB 8988   319.4  35    234.4  0.155    18.4    3.0
FRB 8990   209.8  35    124.8  0.162    29.3    3.0
FRB 8993   195.1  35    110.1  0.029   125.5    0.0
FRB 8995   397.1  35    312.1  0.082    23.2    3.0
FRB 8997   725.4  35    640.4  0.667    15.9    2.0
FRB 8998   445.0  35    360.0  0.111    18.4    3.0
FRB 8999   448.4  35    363.4  0.296    27.4    3.0
FRB 9000   249.6  35    164.6  0.075   139.1    1.0
FRB 9001   242.7  35    157.7  0.104    41.3    4.0
FRB 9006   318.1  35    233.1  0.155    32.1    4.0
FRB 9009   367.9  35    282.9  0.011    39.4    2.0
FRB 9010   225.1  35    140.1  0.141    66.5    3.0
FRB 9011   227.6  35    142.6  0.270    15.5    1.0
FRB 9012   386.0  35    301.0  0.286    99.9    2.0
FRB 9014   697.8  35    612.8  0.171    18.5    4.0
FRB 9016   542.2  35    457.2  0.204    25.9    3.0
FRB 9020  1264.0  35   1179.0  0.060    80.8    3.0
FRB 9021  1492.9  35   1407.9  0.382    27.0    2.0
FRB 9023   820.7  35    735.7  0.468    17.9    2.0
FRB 9025   373.2  35    288.2  0.353   115.7    2.0
FRB 9027   531.1  35    446.1  0.045    28.0    3.0
FRB 9028   620.5  35    535.5  0.214    27.8    4.0
FRB 9029   237.1  35    152.1  0.149    15.8    2.0
FRB 9030   278.5  35    193.5  0.180    19.1    4.0
FRB 9034   570.4  35    485.4  0.136   103.6    1.0
FRB 9035   532.4  35    447.4  0.325    17.5    2.0
FRB 9038   326.7  35    241.7  0.338    28.4    2.0
FRB 9040   573.1  35    488.1  0.637    18.1    1.0
FRB 9042   531.8  35    446.8  0.436    21.3    2.0
FRB 9044   308.5  35    223.5  0.178    20.8    2.0
FRB 9045   741.2  35    656.2  0.529    17.1    2.0
FRB 9046   370.4  35    285.4  0.380    14.2    2.0
FRB 9047   469.7  35    384.7  0.229    71.9    1.0
FRB 9048   281.8  35    196.8  0.079    14.3    2.0
FRB 9050   264.7  35    179.7  0.137    30.8    2.0
FRB 9054   249.9  35    164.9  0.074    16.2    3.0
FRB 9056   195.1  35    110.1  0.153    66.9    3.0
FRB 9058  1189.7  35   1104.7  0.331    66.6    2.0
FRB 9059   681.7  35    596.7  0.427    20.7    2.0
FRB 9061   339.0  35    254.0  0.008    60.4    3.0
FRB 9062   897.2  35    812.2  0.219    15.0    4.0
FRB 9063   230.4  35    145.4  0.003    14.7    3.0
FRB 9068   289.0  35    204.0  0.144    15.3    2.0
FRB 9069   294.6  35    209.6  0.227    15.7    4.0
FRB 9070   504.6  35    419.6  0.083    34.0    3.0
FRB 9074   249.4  35    164.4  0.030    41.7    2.0
FRB 9075   451.5  35    366.5  0.048    92.0    2.0
FRB 9076   569.0  35    484.0  0.120    85.6    3.0
FRB 9078   815.1  35    730.1  0.289    26.0    1.0
FRB 9080   266.0  35    181.0  0.313   100.1    3.0
FRB 9082   313.6  35    228.6  0.115    47.3    3.0
FRB 9084  1091.9  35   1006.9  0.155    24.2    3.0
FRB 9086   540.8  35    455.8  0.414    17.9    3.0
FRB 9089   409.8  35    324.8  0.360    23.0    2.0
FRB 9090   361.0  35    276.0  0.063    24.9    2.0
FRB 9091   533.0  35    448.0  0.016    22.9    4.0
FRB 9093   210.0  35    125.0  0.078    33.3    2.0
FRB 9095   688.6  35    603.6  0.381    17.4    1.0
FRB 9100   369.1  35    284.1  0.128    14.5    1.0
FRB 9101   396.9  35    311.9  0.423    40.1    1.0
FRB 9102   593.6  35    508.6  0.262    14.2    4.0
FRB 9103   565.2  35    480.2  0.537    16.4    0.0
FRB 9107   275.7  35    190.7  0.093   167.1    2.0
FRB 9108   270.9  35    185.9  0.015   158.7    3.0
FRB 9110   206.7  35    121.7  0.103    54.5    2.0
FRB 9111   260.9  35    175.9  0.015    18.4    5.0
FRB 9112   378.4  35    293.4  0.104    37.2    3.0
FRB 9113   478.8  35    393.8  0.244    17.1    2.0
FRB 9115   232.1  35    147.1  0.056    50.3    2.0
FRB 9118   266.0  35    181.0  0.215    38.8    1.0
FRB 9119  1323.7  35   1238.7  0.339    16.0    3.0
FRB 9121   271.5  35    186.5  0.129    58.3    3.0
FRB 9124   110.3  35     25.3  0.018    20.8    3.0
FRB 9126   477.7  35    392.7  0.348    63.7    4.0
FRB 9127   442.1  35    357.1  0.022    52.2    2.0
FRB 9128   266.2  35    181.2  0.076    20.2    0.0
FRB 9130   294.7  35    209.7  0.102    37.0    4.0
FRB 9131   684.1  35    599.1  0.112    31.3    2.0
FRB 9132   293.3  35    208.3  0.213    17.7    2.0
FRB 9134   364.3  35    279.3  0.405    17.2    2.0
FRB 9137  1573.9  35   1488.9  0.179    34.7    1.0
FRB 9139   239.7  35    154.7  0.026    70.4    4.0
FRB 9140   271.4  35    186.4  0.187    37.9    3.0
FRB 9141   516.3  35    431.3  0.193    15.0    3.0
FRB 9142   498.4  35    413.4  0.489    23.3    4.0
FRB 9148   522.1  35    437.1  0.515    24.8    1.0
FRB 9149   232.6  35    147.6  0.141    14.7    2.0
FRB 9150   239.7  35    154.7  0.012    22.8    1.0
FRB 9152   177.4  35     92.4  0.007    24.5    1.0
FRB 9153   416.7  35    331.7  0.315    28.0    2.0
FRB 9154   221.5  35    136.5  0.255    17.0    1.0
FRB 9155   431.9  35    346.9  0.272    15.0    3.0
FRB 9156   888.4  35    803.4  0.260    16.0    2.0
FRB 9159   177.1  35     92.1  0.007    25.9    2.0
FRB 9160   325.4  35    240.4  0.084    15.1    1.0
FRB 9161   591.6  35    506.6  0.105    19.0    5.0
FRB 9163   788.5  35    703.5  0.118    15.2    2.0
FRB 9164   608.4  35    523.4  0.472    19.4    2.0
FRB 9166   391.3  35    306.3  0.316    29.9    5.0
FRB 9168   472.0  35    387.0  0.199    14.8    1.0
FRB 9171   263.1  35    178.1  0.093    22.4    1.0
FRB 9172   684.6  35    599.6  0.471    16.4    2.0
FRB 9174   154.3  35     69.3  0.004    30.0    2.0
FRB 9182   715.4  35    630.4  0.323    14.3    2.0
FRB 9184   347.2  35    262.2  0.181    26.0    6.0
FRB 9185   476.2  35    391.2  0.529    15.8    2.0
FRB 9186   283.3  35    198.3  0.115   171.3    2.0
FRB 9187   253.1  35    168.1  0.063    19.1    4.0
FRB 9188   176.6  35     91.6  0.004    74.5    2.0
FRB 9189   295.7  35    210.7  0.054    27.1    3.0
FRB 9191   507.6  35    422.6  0.616    20.8    2.0
FRB 9193   629.8  35    544.8  0.597    32.4    2.0
FRB 9194   181.8  35     96.8  0.049    21.9    2.0
FRB 9197   154.9  35     69.9  0.056    15.1    3.0
FRB 9198   456.2  35    371.2  0.144    44.2    1.0
FRB 9203   663.6  35    578.6  0.538    29.5    3.0
FRB 9204   251.7  35    166.7  0.163    19.8    1.0
FRB 9208   584.9  35    499.9  0.298    16.5    3.0
FRB 9211   556.5  35    471.5  0.733    15.9    2.0
FRB 9213  1276.0  35   1191.0  0.046    36.1    4.0
FRB 9214   451.0  35    366.0  0.196    17.6    3.0
FRB 9219   499.2  35    414.2  0.370    37.4    1.0
FRB 9222   282.0  35    197.0  0.195    30.9    2.0
FRB 9224   691.6  35    606.6  0.353    72.9    1.0
FRB 9226   304.8  35    219.8  0.190    17.0    2.0
FRB 9228   105.6  35     20.6  0.036    27.2    3.0
FRB 9234   433.7  35    348.7  0.270    19.8    4.0
FRB 9235   486.6  35    401.6  0.448    50.2    1.0
FRB 9236   214.9  35    129.9  0.158   129.1    3.0
FRB 9237   770.6  35    685.6  0.048   130.6    3.0
FRB 9238   198.5  35    113.5  0.125    20.2    3.0
FRB 9239   507.7  35    422.7  0.500    20.7    1.0
FRB 9240   662.5  35    577.5  0.171    32.7    3.0
FRB 9241   810.6  35    725.6  0.682    14.7    2.0
FRB 9243   354.5  35    269.5  0.213    30.2    3.0
FRB 9244   207.0  35    122.0  0.040    45.7    2.0
FRB 9247   199.2  35    114.2  0.024    20.2    4.0
FRB 9252   340.5  35    255.5  0.061   126.2    2.0
FRB 9255   469.7  35    384.7  0.278    20.4    4.0
FRB 9257   227.2  35    142.2  0.079    14.8    3.0
FRB 9261   209.5  35    124.5  0.051    60.7    3.0
FRB 9264   539.5  35    454.5  0.470    20.4    3.0
FRB 9265   169.1  35     84.1  0.084    30.6    5.0
FRB 9269   234.7  35    149.7  0.004    92.7    2.0
FRB 9271   405.6  35    320.6  0.323    18.1    2.0
FRB 9272   456.5  35    371.5  0.027    20.5    2.0
FRB 9276   116.3  35     31.3  0.030    23.6    2.0
FRB 9278   521.6  35    436.6  0.406    32.5    2.0
FRB 9280   541.0  35    456.0  0.125    41.5    4.0
FRB 9281   403.4  35    318.4  0.402    21.6    0.0
FRB 9284   617.6  35    532.6  0.459    23.6    3.0
FRB 9286   484.8  35    399.8  0.148    32.7    3.0
FRB 9287   200.5  35    115.5  0.103    23.7    3.0
FRB 9289   427.9  35    342.9  0.072    20.2    3.0
FRB 9292   157.7  35     72.7  0.069    38.0    4.0
FRB 9293   291.4  35    206.4  0.162    15.9    2.0
FRB 9304   375.6  35    290.6  0.376    45.4    2.0
FRB 9305   849.4  35    764.4  0.255    15.7    4.0
FRB 9308   672.2  35    587.2  0.075    22.6    5.0
FRB 9310   355.6  35    270.6  0.136    15.2    2.0
FRB 9311   511.4  35    426.4  0.121    22.2    2.0
FRB 9312   141.0  35     56.0  0.077    17.5    4.0
FRB 9313   579.0  35    494.0  0.249    35.1    1.0
FRB 9314   547.5  35    462.5  0.598    14.4    2.0
FRB 9315   518.4  35    433.4  0.150    55.9    1.0
FRB 9316   402.9  35    317.9  0.378    33.8    2.0
FRB 9326   220.1  35    135.1  0.136    19.1    2.0
FRB 9327   241.8  35    156.8  0.114    17.2    4.0
FRB 9329   275.1  35    190.1  0.127    16.9    5.0
FRB 9332   450.7  35    365.7  0.139    39.6    3.0
FRB 9334   362.0  35    277.0  0.377    15.1    2.0
FRB 9336   164.3  35     79.3  0.038    14.1    2.0
FRB 9337   359.0  35    274.0  0.025    20.6    2.0
FRB 9339   182.1  35     97.1  0.133    16.2    2.0
FRB 9341   315.9  35    230.9  0.220    17.2    3.0
FRB 9343   673.6  35    588.6  0.289    15.7    4.0
FRB 9344   224.5  35    139.5  0.043    17.2    1.0
FRB 9345   306.9  35    221.9  0.124    22.8    4.0
FRB 9346   179.2  35     94.2  0.121    21.1    4.0
FRB 9348   494.9  35    409.9  0.064    23.6    1.0
FRB 9349   538.2  35    453.2  0.461    14.2    2.0
FRB 9351   638.2  35    553.2  0.567    19.6    2.0
FRB 9352   472.7  35    387.7  0.289    15.8    3.0
FRB 9354   295.3  35    210.3  0.095   105.9    2.0
FRB 9357   458.0  35    373.0  0.191    33.1    1.0
FRB 9362   169.6  35     84.6  0.076    16.0    3.0
FRB 9364   471.5  35    386.5  0.366    20.4    1.0
FRB 9366   361.9  35    276.9  0.036    19.3    3.0
FRB 9368   168.3  35     83.3  0.053    23.1    3.0
FRB 9369   807.3  35    722.3  0.193    44.7    3.0
FRB 9373   619.4  35    534.4  0.265    33.9    3.0
FRB 9378  1063.2  35    978.2  0.130    31.3    5.0
FRB 9383   211.5  35    126.5  0.196    41.6    3.0
FRB 9386   589.6  35    504.6  0.190    22.9    4.0
FRB 9387   631.2  35    546.2  0.759    19.0    1.0
FRB 9388   360.3  35    275.3  0.009   747.8    2.0
FRB 9390   523.3  35    438.3  0.626    23.4    1.0
FRB 9391   504.8  35    419.8  0.564    22.7    3.0
FRB 9392  1064.8  35    979.8  0.438    40.7    3.0
FRB 9393   271.8  35    186.8  0.043    17.2    4.0
FRB 9394   195.8  35    110.8  0.081    15.5    3.0
FRB 9395   270.4  35    185.4  0.056    20.9    5.0
FRB 9398  1088.0  35   1003.0  0.431    44.0    2.0
FRB 9400   399.3  35    314.3  0.351    38.8    2.0
FRB 9403   902.1  35    817.1  0.127    18.1    0.0
FRB 9404   156.5  35     71.5  0.029    98.7    1.0
FRB 9405   314.1  35    229.1  0.029    17.5    1.0
FRB 9407   302.7  35    217.7  0.230    19.9    3.0
FRB 9408   274.9  35    189.9  0.305    42.8    0.0
FRB 9409   300.6  35    215.6  0.206    21.0    2.0
FRB 9414   870.4  35    785.4  0.119    37.9    2.0
FRB 9415   591.4  35    506.4  0.350    18.4    3.0
FRB 9416   586.3  35    501.3  0.581    18.7    2.0
FRB 9417   587.6  35    502.6  0.323    31.6    3.0
FRB 9418   475.9  35    390.9  0.341    23.1    4.0
FRB 9420   363.3  35    278.3  0.420    14.4    3.0
FRB 9422   684.5  35    599.5  0.508    24.4    3.0
FRB 9423   340.5  35    255.5  0.359    28.0    3.0
FRB 9424  1016.0  35    931.0  0.314    17.4    4.0
FRB 9428   235.6  35    150.6  0.163    15.2    3.0
FRB 9430   320.2  35    235.2  0.132    30.2    1.0
FRB 9431   419.8  35    334.8  0.436    19.0    2.0
FRB 9432   150.0  35     65.0  0.008   154.5    2.0
FRB 9433   410.4  35    325.4  0.001    32.8    1.0
FRB 9434   203.5  35    118.5  0.141   230.6    1.0
FRB 9435   631.6  35    546.6  0.545    16.7    2.0
FRB 9437   447.7  35    362.7  0.011    15.9    3.0
FRB 9439   603.4  35    518.4  0.083    16.3    5.0
FRB 9440   337.8  35    252.8  0.413    45.4    3.0
FRB 9441   389.2  35    304.2  0.167    30.3    2.0
FRB 9442   369.0  35    284.0  0.137    19.1    1.0
FRB 9445   418.9  35    333.9  0.036    41.3    3.0
FRB 9446   323.6  35    238.6  0.188    26.0    2.0
FRB 9448   602.4  35    517.4  0.479    23.0    2.0
FRB 9450   384.9  35    299.9  0.130    44.8    2.0
FRB 9451   420.4  35    335.4  0.336    16.8    2.0
FRB 9453   799.3  35    714.3  0.131    16.3    3.0
FRB 9455   480.1  35    395.1  0.385    14.9    2.0
FRB 9456   745.0  35    660.0  0.283    30.3    2.0
FRB 9457   692.2  35    607.2  0.046    24.1    1.0
FRB 9463   404.0  35    319.0  0.164    19.1    6.0
FRB 9464   305.7  35    220.7  0.069    40.4    2.0
FRB 9467   652.7  35    567.7  0.150    20.1    2.0
FRB 9469   675.4  35    590.4  0.552    16.9    3.0
FRB 9470   504.0  35    419.0  0.133    17.4    1.0
FRB 9471   202.5  35    117.5  0.053    15.3    2.0
FRB 9474   167.9  35     82.9  0.071    62.4    3.0
FRB 9476   424.2  35    339.2  0.340    40.0    2.0
FRB 9477   593.1  35    508.1  0.177    32.1    2.0
FRB 9478   624.7  35    539.7  0.459    18.8    4.0
FRB 9479   473.2  35    388.2  0.497    15.0    2.0
FRB 9480   360.2  35    275.2  0.351    42.9    3.0
FRB 9482   262.8  35    177.8  0.054    27.0    3.0
FRB 9484   447.3  35    362.3  0.233    69.2    3.0
FRB 9486   392.8  35    307.8  0.390    54.8    2.0
FRB 9490   428.5  35    343.5  0.321    40.8    1.0
FRB 9491   193.1  35    108.1  0.029    17.3    3.0
FRB 9494   201.3  35    116.3  0.088    18.4    4.0
FRB 9495   183.2  35     98.2  0.107    18.4    1.0
FRB 9496   542.5  35    457.5  0.192    20.2    1.0
FRB 9497   475.3  35    390.3  0.026    77.0    3.0
FRB 9500   389.4  35    304.4  0.147    22.1    4.0
FRB 9502   294.2  35    209.2  0.285    16.8    3.0
FRB 9503   372.1  35    287.1  0.317    26.2    1.0
FRB 9504   664.0  35    579.0  0.207    40.4    3.0
FRB 9506   301.4  35    216.4  0.262    18.5    4.0
FRB 9511   829.2  35    744.2  0.177    14.0    2.0
FRB 9512   483.8  35    398.8  0.155    83.5    2.0
FRB 9513   176.5  35     91.5  0.004    25.8    2.0
FRB 9514   327.9  35    242.9  0.315    28.1    2.0
FRB 9515   443.9  35    358.9  0.122    14.7    3.0
FRB 9517   772.0  35    687.0  0.546    14.9    3.0
FRB 9519   726.3  35    641.3  0.258    29.8    3.0
FRB 9522   200.7  35    115.7  0.091    57.6    2.0
FRB 9526   447.9  35    362.9  0.067    41.9    1.0
FRB 9530   625.4  35    540.4  0.066    28.6    3.0
FRB 9534   213.0  35    128.0  0.047    19.8    4.0
FRB 9535   224.3  35    139.3  0.050   159.4    2.0
FRB 9537   516.8  35    431.8  0.498    18.6    2.0
FRB 9538   193.0  35    108.0  0.181    18.0    3.0
FRB 9542   254.8  35    169.8  0.216    38.6    2.0
FRB 9543   368.8  35    283.8  0.186    26.0    4.0
FRB 9545   263.6  35    178.6  0.211    15.4    2.0
FRB 9546   286.5  35    201.5  0.252    16.9    2.0
FRB 9547  1162.6  35   1077.6  0.351    18.9    1.0
FRB 9551   681.9  35    596.9  0.535    24.3    3.0
FRB 9555   294.5  35    209.5  0.013    28.1    3.0
FRB 9556   200.4  35    115.4  0.097    29.1    3.0
FRB 9557   482.6  35    397.6  0.317    18.4    2.0
FRB 9559   752.4  35    667.4  0.039    14.8    4.0
FRB 9560   351.1  35    266.1  0.150    53.8    5.0
FRB 9561   500.9  35    415.9  0.128    66.6    3.0
FRB 9566   133.9  35     48.9  0.019    22.2    2.0
FRB 9567   527.7  35    442.7  0.295    20.3    2.0
FRB 9568   355.8  35    270.8  0.083    21.5    4.0
FRB 9569   162.5  35     77.5  0.069   124.4    3.0
FRB 9570   414.9  35    329.9  0.066   234.2    3.0
FRB 9572   713.8  35    628.8  0.674    14.7    2.0
FRB 9573   525.2  35    440.2  0.491    14.0    2.0
FRB 9574   196.6  35    111.6  0.072    40.3    3.0
FRB 9585   579.4  35    494.4  0.320    16.1    3.0
FRB 9587   609.2  35    524.2  0.123    21.3    4.0
FRB 9589   273.6  35    188.6  0.022    16.5    2.0
FRB 9593   255.6  35    170.6  0.163    26.4    3.0
FRB 9596  1026.7  35    941.7  0.272    17.0    1.0
FRB 9598   271.6  35    186.6  0.186    35.9    3.0
FRB 9599   145.6  35     60.6  0.012    26.9    1.0
FRB 9600   322.3  35    237.3  0.194    30.2    2.0
FRB 9601   280.5  35    195.5  0.216    18.7    3.0
FRB 9603   550.9  35    465.9  0.066    40.3    2.0
FRB 9604   265.9  35    180.9  0.173    14.4    3.0
FRB 9606   349.7  35    264.7  0.321    15.3    1.0
FRB 9607   331.5  35    246.5  0.244    15.8    3.0
FRB 9608   486.5  35    401.5  0.504    20.2    2.0
FRB 9610   249.1  35    164.1  0.031   148.4    4.0
FRB 9611   125.7  35     40.7  0.023    30.2    2.0
FRB 9612   265.2  35    180.2  0.252    17.0    2.0
FRB 9617   541.4  35    456.4  0.204    20.8    1.0
FRB 9618   694.3  35    609.3  0.068    75.8    4.0
FRB 9622   195.0  35    110.0  0.196    28.2    1.0
FRB 9623   321.4  35    236.4  0.116    22.0    2.0
FRB 9625   216.5  35    131.5  0.080    35.6    2.0
FRB 9628   558.8  35    473.8  0.046    19.3    3.0
FRB 9630   173.8  35     88.8  0.056    67.9    2.0
FRB 9632   242.4  35    157.4  0.209    18.2    3.0
FRB 9633   598.5  35    513.5  0.426    15.2    1.0
FRB 9635   643.0  35    558.0  0.513    24.4    1.0
FRB 9638   126.9  35     41.9  0.069   114.9    1.0
FRB 9639   660.6  35    575.6  0.239    17.2    2.0
FRB 9640   294.5  35    209.5  0.284    17.7    1.0
FRB 9641   141.6  35     56.6  0.054    42.2    3.0
FRB 9642   418.3  35    333.3  0.435    15.0    3.0
FRB 9643   639.5  35    554.5  0.336    17.8    0.0
FRB 9644   315.8  35    230.8  0.285    17.7    3.0
FRB 9645   295.5  35    210.5  0.048    95.3    3.0
FRB 9646   305.5  35    220.5  0.125    70.3    2.0
FRB 9647   860.9  35    775.9  0.308    16.9    3.0
FRB 9649   311.3  35    226.3  0.289    27.1    3.0
FRB 9653   422.0  35    337.0  0.152    70.2    1.0
FRB 9655   915.7  35    830.7  0.175    23.8    2.0
FRB 9656   557.2  35    472.2  0.636    45.1    2.0
FRB 9662   242.1  35    157.1  0.066    15.4    3.0
FRB 9663   492.9  35    407.9  0.490    19.6    1.0
FRB 9664   651.2  35    566.2  0.721    15.9    2.0
FRB 9667   247.5  35    162.5  0.187    44.0    2.0
FRB 9669  1296.0  35   1211.0  0.054    30.7    1.0
FRB 9671   496.4  35    411.4  0.140    45.5    4.0
FRB 9672   374.0  35    289.0  0.152    31.6    1.0
FRB 9674   778.0  35    693.0  0.525    20.9    1.0
FRB 9675   316.0  35    231.0  0.123    18.8    0.0
FRB 9676   830.9  35    745.9  0.195    21.8    2.0
FRB 9678   613.7  35    528.7  0.520    18.4    1.0
FRB 9680  2405.1  35   2320.1  0.457    14.6    3.0
FRB 9685  1554.7  35   1469.7  0.177    24.9    2.0
FRB 9688   123.2  35     38.2  0.022    49.2    3.0
FRB 9689   482.2  35    397.2  0.399    18.8    1.0
FRB 9691   201.8  35    116.8  0.046   118.4    3.0
FRB 9692   372.8  35    287.8  0.213    19.8    3.0
FRB 9693   432.6  35    347.6  0.176    14.5    0.0
FRB 9696   625.1  35    540.1  0.194    41.6    4.0
FRB 9699   590.0  35    505.0  0.133    28.4    4.0
FRB 9701   863.5  35    778.5  0.108    24.0    3.0
